Tanggal,Harga,Komoditas,Tahun_Sumber,Idul_Adha_Date,Days_to_Idul_Adha,Is_Pre_Idul_Adha,Is_Idul_Adha_Week,Day_of_Week,Is_Weekend,T2M_MIN,T2M_MAX,T2M,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN,WS10M_MAX,WS10M,WD10M,Bulan,Minggu_ke,Hari_dalam_minggu,Bulan_sin,Bulan_cos,Harga_lag_1,Harga_lag_3,Harga_lag_7,MA_3,MA_7
2025-05-27,135300.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-11,1,0,1,0,19.55,25.68,22.16,87.71,1.96,18.67,4.19,2.63,250.5,5,22,1,0.49999999999999994,-0.8660254037844387,135300.0,135300.0,135300.0,135300.0,135300.0
2025-05-28,135300.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-10,1,0,2,0,18.51,26.93,22.38,86.75,0.66,18.4,2.41,1.49,229.5,5,22,2,0.49999999999999994,-0.8660254037844387,135300.0,135300.0,135300.0,135300.0,135300.0
2025-05-29,135300.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-9,1,0,3,0,20.29,27.19,22.98,88.46,20.08,18.09,1.85,1.12,180.3,5,22,3,0.49999999999999994,-0.8660254037844387,135300.0,135300.0,135300.0,135300.0,135300.0
2025-05-30,135300.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-8,1,0,4,0,19.78,27.63,22.88,87.52,23.15,18.12,2.18,1.32,169.8,5,22,4,0.49999999999999994,-0.8660254037844387,135300.0,135300.0,135300.0,135300.0,135300.0
2025-05-31,135300.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-7,1,0,5,1,19.21,26.95,22.59,83.87,1.13,18.6,2.23,1.47,212.4,5,22,5,0.49999999999999994,-0.8660254037844387,135300.0,135300.0,135300.0,135300.0,135300.0
2025-06-01,135300.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-6,1,0,6,1,19.69,23.34,21.02,89.65,0.54,10.56,2.81,1.49,50.8,6,22,6,1.2246467991473532e-16,-1.0,135300.0,135300.0,135300.0,135300.0,135300.0
2025-06-02,135300.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-5,1,0,0,0,18.58,25.89,22.03,87.66,0.6,17.94,2.36,1.12,0.4,6,23,0,1.2246467991473532e-16,-1.0,135300.0,135300.0,135300.0,135300.0,135300.0
2025-06-03,135300.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-4,1,0,1,0,20.06,26.09,22.43,87.63,2.16,15.5,1.33,0.89,114.8,6,23,1,1.2246467991473532e-16,-1.0,135300.0,135300.0,135300.0,135300.0,135300.0
2025-06-04,137500.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-3,1,1,2,0,19.11,26.48,22.32,87.43,7.42,19.09,1.61,1.07,39.6,6,23,2,1.2246467991473532e-16,-1.0,135300.0,135300.0,135300.0,136033.33333333334,135614.2857142857
2025-06-05,138050.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-2,1,1,3,0,20.35,26.38,22.66,89.58,17.0,17.45,3.46,1.7,116.6,6,23,3,1.2246467991473532e-16,-1.0,137500.0,135300.0,135300.0,136950.0,136007.14285714287
2025-06-06,138050.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,-1,1,1,4,0,19.46,25.49,22.0,90.61,24.32,16.42,2.15,1.65,118.0,6,23,4,1.2246467991473532e-16,-1.0,138050.0,135300.0,135300.0,137866.66666666666,136400.0
2025-06-07,138050.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,0,0,1,5,1,19.35,26.18,22.16,89.15,3.67,17.94,2.53,1.7,145.8,6,23,5,1.2246467991473532e-16,-1.0,138050.0,137500.0,135300.0,138050.0,136792.85714285713
2025-06-08,138050.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,1,0,1,6,1,19.28,26.33,22.0,87.97,0.12,19.5,3.97,1.92,135.7,6,23,6,1.2246467991473532e-16,-1.0,138050.0,138050.0,135300.0,138050.0,137185.7142857143
2025-06-09,138050.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,2,0,1,0,0,19.29,25.82,21.95,90.53,3.88,14.63,4.0,2.44,139.2,6,24,0,1.2246467991473532e-16,-1.0,138050.0,138050.0,135300.0,138050.0,137578.57142857142
2025-06-10,135300.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,3,0,1,1,0,19.88,23.93,21.49,92.6,9.22,15.84,4.2,2.57,142.7,6,24,1,1.2246467991473532e-16,-1.0,138050.0,138050.0,135300.0,137133.33333333334,137578.57142857142
2025-06-11,135150.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,4,0,0,2,0,19.41,24.36,21.35,92.47,20.32,15.7,5.2,3.06,118.2,6,24,2,1.2246467991473532e-16,-1.0,135300.0,138050.0,137500.0,136166.66666666666,137242.85714285713
2025-06-12,135150.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,5,0,0,3,0,18.93,26.12,22.05,91.41,1.33,16.66,4.33,2.56,104.3,6,24,3,1.2246467991473532e-16,-1.0,135150.0,138050.0,138050.0,135200.0,136828.57142857142
2025-06-13,135150.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,6,0,0,4,0,18.87,24.7,21.56,91.18,2.02,16.85,4.74,2.82,113.3,6,24,4,1.2246467991473532e-16,-1.0,135150.0,135300.0,138050.0,135150.0,136414.2857142857
2025-06-14,135150.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,7,0,0,5,1,19.22,24.85,21.61,92.87,13.56,12.15,3.83,2.61,90.9,6,24,5,1.2246467991473532e-16,-1.0,135150.0,135150.0,138050.0,135150.0,136000.0
2025-06-15,135150.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,8,0,0,6,1,18.18,25.97,21.85,88.45,2.6,14.99,3.21,1.91,79.4,6,24,6,1.2246467991473532e-16,-1.0,135150.0,135150.0,138050.0,135150.0,135585.7142857143
2025-06-16,134850.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,9,0,0,0,0,19.2,26.26,22.35,89.69,5.09,17.89,3.11,1.77,70.0,6,25,0,1.2246467991473532e-16,-1.0,135150.0,135150.0,138050.0,135050.0,135128.57142857142
2025-06-17,134850.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,10,0,0,1,0,20.42,24.16,21.84,94.21,49.81,14.12,3.83,1.59,42.1,6,25,1,1.2246467991473532e-16,-1.0,134850.0,135150.0,135300.0,134950.0,135064.2857142857
2025-06-18,134850.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,11,0,0,2,0,19.32,25.52,21.82,91.79,17.8,11.49,3.55,1.64,103.5,6,25,2,1.2246467991473532e-16,-1.0,134850.0,135150.0,135150.0,134850.0,135021.42857142858
2025-06-19,134850.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,12,0,0,3,0,19.68,22.83,20.98,95.62,11.69,8.07,2.93,1.96,62.2,6,25,3,1.2246467991473532e-16,-1.0,134850.0,134850.0,135150.0,134850.0,134978.57142857142
2025-06-20,134850.0,Daging Sapi Kualitas 2,Idul Adha 2025,2025-06-07,13,0,0,4,0,18.53,24.94,21.33,89.67,3.99,16.42,2.34,1.26,51.5,6,25,4,1.2246467991473532e-16,-1.0,134850.0,134850.0,135150.0,134850.0,134935.7142857143
2026-04-27,142500.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-30,1,0,0,0,20.63,25.93,23.0,87.64,6.22,19.75,2.02,1.09,94.6,4,18,0,0.8660254037844387,-0.4999999999999998,134850.0,134850.0,135150.0,137400.0,135985.7142857143
2026-04-28,145850.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-29,1,0,1,0,19.47,26.58,22.59,88.14,3.51,15.55,2.49,1.49,78.4,4,18,1,0.8660254037844387,-0.4999999999999998,142500.0,134850.0,135150.0,141066.66666666666,137514.2857142857
2026-04-29,145850.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-28,1,0,2,0,19.81,26.11,22.51,91.62,2.36,16.61,2.95,1.78,64.3,4,18,2,0.8660254037844387,-0.4999999999999998,145850.0,134850.0,134850.0,144733.33333333334,139085.7142857143
2026-04-30,146400.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-27,1,0,3,0,20.55,24.98,22.3,89.85,6.43,16.93,2.95,1.49,88.5,4,18,3,0.8660254037844387,-0.4999999999999998,145850.0,142500.0,134850.0,146033.33333333334,140735.7142857143
2026-05-01,145850.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-26,1,0,4,0,22.07,27.02,23.62,91.79,54.81,17.52,1.72,0.85,158.3,5,18,4,0.49999999999999994,-0.8660254037844387,146400.0,145850.0,134850.0,146033.33333333334,142307.14285714287
2026-05-02,145850.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-25,1,0,5,1,21.24,27.26,23.52,88.23,9.87,15.81,1.49,0.83,138.4,5,18,5,0.49999999999999994,-0.8660254037844387,145850.0,145850.0,134850.0,146033.33333333334,143878.57142857142
2026-05-03,145850.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-24,1,0,6,1,21.68,27.19,23.72,90.53,21.93,18.31,1.02,0.68,77.7,5,18,6,0.49999999999999994,-0.8660254037844387,145850.0,146400.0,134850.0,145850.0,145450.0
2026-05-04,145550.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-23,1,0,0,0,22.3,26.71,23.65,92.67,18.32,3.62,1.11,0.68,92.8,5,19,0,0.49999999999999994,-0.8660254037844387,145850.0,145850.0,142500.0,145750.0,145885.7142857143
2026-05-05,145400.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-22,1,0,1,0,21.79,26.56,23.6,90.33,11.9,12.21,1.14,0.76,79.1,5,19,1,0.49999999999999994,-0.8660254037844387,145550.0,145850.0,145850.0,145600.0,145821.42857142858
2026-05-06,145400.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-21,1,0,2,0,21.84,27.97,24.0,89.4,4.39,18.84,1.4,0.75,89.2,5,19,2,0.49999999999999994,-0.8660254037844387,145400.0,145850.0,145850.0,145450.0,145757.14285714287
2026-05-07,145400.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-20,1,0,3,0,20.82,27.49,23.36,88.97,1.1,17.41,1.28,0.99,120.5,5,19,3,0.49999999999999994,-0.8660254037844387,145400.0,145550.0,146400.0,145400.0,145614.2857142857
2026-05-08,145400.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-19,1,0,4,0,20.4,27.65,23.54,86.26,2.1,16.16,1.63,0.84,129.7,5,19,4,0.49999999999999994,-0.8660254037844387,145400.0,145400.0,145850.0,145400.0,145550.0
2026-05-09,145400.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-18,1,0,5,1,20.57,27.73,23.57,86.85,5.2,16.49,1.1,0.58,138.9,5,19,5,0.49999999999999994,-0.8660254037844387,145400.0,145400.0,145850.0,145400.0,145485.7142857143
2026-05-10,145400.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-17,1,0,6,1,20.46,27.59,23.38,88.39,1.09,19.32,1.64,0.99,137.3,5,19,6,0.49999999999999994,-0.8660254037844387,145400.0,145400.0,145850.0,145400.0,145421.42857142858
2026-05-11,145950.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-16,1,0,0,0,20.55,27.74,23.71,87.53,12.25,18.86,1.25,0.65,127.9,5,20,0,0.49999999999999994,-0.8660254037844387,145400.0,145400.0,145550.0,145583.33333333334,145478.57142857142
2026-05-12,145950.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-15,1,0,1,0,21.82,28.08,24.28,88.17,6.67,18.45,1.61,0.92,125.4,5,20,1,0.49999999999999994,-0.8660254037844387,145950.0,145400.0,145400.0,145766.66666666666,145557.14285714287
2026-05-13,145950.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-14,1,0,2,0,21.2,28.26,24.03,86.75,2.22,19.25,1.47,0.9,136.9,5,20,2,0.49999999999999994,-0.8660254037844387,145950.0,145400.0,145400.0,145950.0,145635.7142857143
2026-05-14,141500.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-13,1,0,3,0,20.96,27.82,23.7,87.62,1.51,15.05,1.5,0.91,149.2,5,20,3,0.49999999999999994,-0.8660254037844387,145950.0,145950.0,145400.0,144466.66666666666,145078.57142857142
2026-05-15,142700.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-12,1,0,4,0,21.02,27.02,23.34,90.06,10.42,12.87,1.32,0.79,149.6,5,20,4,0.49999999999999994,-0.8660254037844387,141500.0,145950.0,145400.0,143383.33333333334,144692.85714285713
2026-05-16,142700.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-11,1,0,5,1,21.05,27.49,23.61,89.31,4.35,9.78,1.42,0.92,140.5,5,20,5,0.49999999999999994,-0.8660254037844387,142700.0,145950.0,145400.0,142300.0,144307.14285714287
2026-05-17,142700.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-10,1,0,6,1,21.142500000000002,27.419999999999998,23.6175,90.0125,6.459999999999999,14.48,1.4,0.895,106.575,5,20,6,0.49999999999999994,-0.8660254037844387,142700.0,141500.0,145400.0,142700.0,143921.42857142858
2026-05-18,145950.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-9,1,0,0,0,21.235,27.35,23.625,90.715,8.57,19.1,1.38,0.87,72.65,5,21,0,0.49999999999999994,-0.8660254037844387,142700.0,142700.0,145950.0,143783.33333333334,143921.42857142858
2026-05-19,145950.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-8,1,0,1,0,21.3275,27.28,23.6325,91.4175,10.68,16.24,1.36,0.845,38.72500000000001,5,21,1,0.49999999999999994,-0.8660254037844387,145950.0,142700.0,145950.0,144866.66666666666,143921.42857142858
2026-05-20,145950.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-7,1,0,2,0,21.42,27.21,23.64,92.12,12.79,17.15,1.34,0.82,4.8,5,21,2,0.49999999999999994,-0.8660254037844387,145950.0,142700.0,145950.0,145950.0,143921.42857142858
2026-05-21,146250.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-6,1,0,3,0,22.59,27.11,24.06,91.28,16.0,18.06,0.89,0.52,8.1,5,21,3,0.49999999999999994,-0.8660254037844387,145950.0,145950.0,141500.0,146050.0,144600.0
2026-05-22,146250.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-5,1,0,4,0,21.46,23.0,22.51,97.0,76.97,14.44,1.05,0.53,162.8,5,21,4,0.49999999999999994,-0.8660254037844387,146250.0,145950.0,142700.0,146150.0,145107.14285714287
2026-05-23,146250.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-4,1,0,5,1,20.75,26.89,23.23,90.57,14.76,13.64,1.42,0.64,145.5,5,21,5,0.49999999999999994,-0.8660254037844387,146250.0,145950.0,142700.0,146250.0,145614.2857142857
2026-05-24,146250.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-3,1,1,6,1,21.15,26.55,23.2,90.77,16.88,16.12,1.0,0.72,167.1,5,21,6,0.49999999999999994,-0.8660254037844387,146250.0,146250.0,142700.0,146250.0,146121.42857142858
2026-05-25,150000.0,Daging Sapi Kualitas 2,Idul Adha 2026,2026-05-27,-2,1,1,0,0,20.65,27.15,23.18,88.86,9.03,18.599999999999998,1.09,0.64,174.1,5,22,0,0.49999999999999994,-0.8660254037844387,146250.0,146250.0,145950.0,147500.0,146700.0
2017-08-02,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-30,1,0,2,0,15.76,24.85,19.82,87.78,0.22,21.08,5.78,3.85,129.8,8,31,2,-0.8660254037844384,-0.5000000000000004,,,,16100.0,16100.0
2017-08-03,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-29,1,0,3,0,16.48,24.78,19.92,87.56,0.26,20.93,5.76,3.8,138.2,8,31,3,-0.8660254037844384,-0.5000000000000004,16100.0,,,16100.0,16100.0
2017-08-04,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-28,1,0,4,0,15.99,25.0,19.93,87.11,0.07,19.92,4.92,2.62,129.7,8,31,4,-0.8660254037844384,-0.5000000000000004,16100.0,,,16100.0,16100.0
2017-08-05,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-27,1,0,5,1,15.81,25.36,20.18,86.98,0.05,20.22,3.54,1.83,130.2,8,31,5,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,,16100.0,16100.0
2017-08-06,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-26,1,0,6,1,15.98,26.03,20.4,85.9,0.02,18.69,3.25,1.91,108.0,8,31,6,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,,16100.0,16100.0
2017-08-07,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-25,1,0,0,0,16.04,25.86,20.46,86.16,0.02,19.21,3.66,1.98,87.8,8,32,0,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,,16100.0,16100.0
2017-08-08,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-24,1,0,1,0,16.23,26.64,21.1,86.1,1.0,19.65,3.75,1.71,128.3,8,32,1,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,,16100.0,16100.0
2017-08-09,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-23,1,0,2,0,16.89,26.27,20.94,85.01,7.17,17.52,3.21,1.58,126.7,8,32,2,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,16100.0,16100.0,16100.0
2017-08-10,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-22,1,0,3,0,16.7,26.08,20.82,86.55,4.35,18.17,3.24,1.89,108.6,8,32,3,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,16100.0,16100.0,16100.0
2017-08-11,16000.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-21,1,0,4,0,16.68,26.85,21.19,86.3,3.07,18.99,2.76,1.82,90.6,8,32,4,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,16100.0,16066.666666666666,16085.714285714286
2017-08-12,16000.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-20,1,0,5,1,16.8,26.26,21.12,86.09,1.86,17.83,3.08,1.81,96.8,8,32,5,-0.8660254037844384,-0.5000000000000004,16000.0,16100.0,16100.0,16033.333333333334,16071.42857142857
2017-08-13,16000.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-19,1,0,6,1,17.21,26.58,21.23,86.63,0.61,17.8,3.43,2.0,103.0,8,32,6,-0.8660254037844384,-0.5000000000000004,16000.0,16100.0,16100.0,16000.0,16057.142857142857
2017-08-14,16000.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-18,1,0,0,0,17.4,25.93,21.01,86.7,1.24,17.42,2.59,1.75,109.8,8,33,0,-0.8660254037844384,-0.5000000000000004,16000.0,16000.0,16100.0,16000.0,16042.857142857143
2017-08-15,16000.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-17,1,0,1,0,14.61,24.41,19.15,84.83,0.22,20.45,5.54,3.49,134.3,8,33,1,-0.8660254037844384,-0.5000000000000004,16000.0,16000.0,16100.0,16000.0,16028.57142857143
2017-08-16,16200.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-16,1,0,2,0,14.23,24.13,19.0,85.45,0.17,20.3,4.28,2.23,134.7,8,33,2,-0.8660254037844384,-0.5000000000000004,16000.0,16000.0,16100.0,16066.666666666666,16042.857142857143
2017-08-17,16200.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-15,1,0,3,0,15.7,25.81,20.09,85.4,0.08,18.28,3.4,1.89,107.6,8,33,3,-0.8660254037844384,-0.5000000000000004,16200.0,16000.0,16100.0,16133.333333333334,16057.142857142857
2017-08-18,16350.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-14,1,0,4,0,16.34,25.18,20.16,87.94,0.08,17.25,3.79,2.21,114.7,8,33,4,-0.8660254037844384,-0.5000000000000004,16200.0,16000.0,16000.0,16250.0,16107.142857142857
2017-08-19,16350.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-13,1,0,5,1,17.23,25.36,20.81,87.97,0.08,18.23,4.43,2.82,117.3,8,33,5,-0.8660254037844384,-0.5000000000000004,16350.0,16200.0,16000.0,16300.0,16157.142857142857
2017-08-20,16350.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-12,1,0,6,1,17.99,26.37,21.25,88.31,0.05,18.09,4.25,2.53,124.7,8,33,6,-0.8660254037844384,-0.5000000000000004,16350.0,16200.0,16000.0,16350.0,16207.142857142857
2017-08-21,16200.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-11,1,0,0,0,16.56,26.5,20.87,85.68,0.02,21.64,3.52,2.49,116.1,8,34,0,-0.8660254037844384,-0.5000000000000004,16350.0,16350.0,16000.0,16300.0,16235.714285714286
2017-08-22,16200.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-10,1,0,1,0,16.28,25.72,20.43,85.98,0.03,20.7,4.23,2.29,127.8,8,34,1,-0.8660254037844384,-0.5000000000000004,16200.0,16350.0,16000.0,16250.0,16264.285714285714
2017-08-23,16150.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-9,1,0,2,0,17.3,26.28,20.73,85.99,0.02,22.67,4.8,3.2,115.3,8,34,2,-0.8660254037844384,-0.5000000000000004,16200.0,16350.0,16200.0,16183.333333333334,16257.142857142857
2017-08-24,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-8,1,0,3,0,16.93,26.4,21.0,85.75,0.16,20.69,4.58,2.76,106.8,8,34,3,-0.8660254037844384,-0.5000000000000004,16150.0,16200.0,16200.0,16150.0,16242.857142857143
2017-08-25,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-7,1,0,4,0,17.91,26.6,21.39,85.96,0.07,20.99,4.01,2.8,96.1,8,34,4,-0.8660254037844384,-0.5000000000000004,16100.0,16200.0,16350.0,16116.666666666666,16207.142857142857
2017-08-26,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-6,1,0,5,1,16.43,26.0,20.42,84.45,0.03,22.91,4.06,3.02,96.3,8,34,5,-0.8660254037844384,-0.5000000000000004,16100.0,16150.0,16350.0,16100.0,16171.42857142857
2017-08-27,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-5,1,0,6,1,16.62,26.08,20.26,84.32,0.04,24.62,5.18,3.38,104.8,8,34,6,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,16350.0,16100.0,16135.714285714286
2017-08-28,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-4,1,0,0,0,16.23,25.96,20.43,84.01,0.11,23.58,5.19,3.15,93.6,8,35,0,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,16200.0,16100.0,16121.42857142857
2017-08-29,16050.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-3,1,1,1,0,17.45,26.89,21.47,85.85,7.27,17.29,4.53,2.11,111.6,8,35,1,-0.8660254037844384,-0.5000000000000004,16100.0,16100.0,16200.0,16083.333333333334,16100.0
2017-08-30,16050.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-2,1,1,2,0,17.48,27.74,21.88,85.29,1.14,21.69,2.72,1.48,68.6,8,35,2,-0.8660254037844384,-0.5000000000000004,16050.0,16100.0,16150.0,16066.666666666666,16085.714285714286
2017-08-31,16050.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,-1,1,1,3,0,16.88,27.13,21.31,84.94,0.13,20.38,3.66,1.74,135.5,8,35,3,-0.8660254037844384,-0.5000000000000004,16050.0,16100.0,16100.0,16050.0,16078.57142857143
2017-09-01,16050.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,0,0,1,4,0,15.92,26.49,20.31,81.09,0.11,19.96,2.99,1.7,134.3,9,35,4,-1.0,-1.8369701987210297e-16,16050.0,16050.0,16100.0,16050.0,16071.42857142857
2017-09-02,16050.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,1,0,1,5,1,15.98,25.89,20.16,85.96,0.34,21.08,4.52,2.66,116.8,9,35,5,-1.0,-1.8369701987210297e-16,16050.0,16050.0,16100.0,16050.0,16064.285714285714
2017-09-03,16050.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,2,0,1,6,1,16.03,26.75,20.59,84.2,0.14,22.63,4.57,2.84,111.0,9,35,6,-1.0,-1.8369701987210297e-16,16050.0,16050.0,16100.0,16050.0,16057.142857142857
2017-09-04,16050.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,3,0,1,0,0,16.41,27.11,21.25,86.04,0.2,22.17,4.21,2.34,129.7,9,36,0,-1.0,-1.8369701987210297e-16,16050.0,16050.0,16100.0,16050.0,16050.0
2017-09-05,16050.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,4,0,0,1,0,17.73,26.98,21.81,86.84,3.92,16.7,3.24,2.05,87.6,9,36,1,-1.0,-1.8369701987210297e-16,16050.0,16050.0,16050.0,16050.0,16050.0
2017-09-06,16050.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,5,0,0,2,0,17.8,26.87,21.59,86.51,2.18,18.64,3.73,2.4,94.5,9,36,2,-1.0,-1.8369701987210297e-16,16050.0,16050.0,16050.0,16050.0,16050.0
2017-09-07,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,6,0,0,3,0,16.66,26.89,21.08,83.28,0.17,22.2,4.05,2.46,78.8,9,36,3,-1.0,-1.8369701987210297e-16,16050.0,16050.0,16050.0,16066.666666666666,16057.142857142857
2017-09-08,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,7,0,0,4,0,16.4,28.1,21.71,83.78,0.06,23.94,4.34,2.46,101.1,9,36,4,-1.0,-1.8369701987210297e-16,16100.0,16050.0,16050.0,16083.333333333334,16064.285714285714
2017-09-09,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,8,0,0,5,1,16.81,28.37,22.14,84.23,0.11,23.71,3.44,1.85,111.3,9,36,5,-1.0,-1.8369701987210297e-16,16100.0,16050.0,16050.0,16100.0,16071.42857142857
2017-09-10,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,9,0,0,6,1,17.65,27.44,21.87,85.68,3.18,21.05,4.74,2.51,143.6,9,36,6,-1.0,-1.8369701987210297e-16,16100.0,16100.0,16050.0,16100.0,16078.57142857143
2017-09-11,16100.0,Gula Pasir Kualitas Premium,Idul Adha 2017,2017-09-01,10,0,0,0,0,17.12,27.16,21.17,83.19,0.2,21.12,4.95,3.3,133.8,9,37,0,-1.0,-1.8369701987210297e-16,16100.0,16100.0,16050.0,16100.0,16085.714285714286
